"{1.1473447607410774, -0.587617622069002}"
"{1.1467577946091334, -0.5863143696447761}"
"{1.1461721325460215, -0.5850094845202389}"
"{1.1455877761840925, -0.5837029673973966}"
"{1.1450047271549864, -0.5823948189956993}"
"{1.1444229870896152, -0.5810850400520768}"
"{1.143842557618145, -0.579773631320975}"
"{1.1432634403699788, -0.578460593574391}"
"{1.1426856369737384, -0.5771459276019091}"
"{1.142109149057248, -0.575829634210735}"
"{1.141533978247515, -0.5745117142257328}"
"{1.1409601261707136, -0.573192168489458}"
"{1.1403875944521666, -0.5718709978621931}"
"{1.1398163847163272, -0.5705482032219826}"
"{1.1392464985867619, -0.5692237854646659}"
"{1.1386779376861325, -0.5678977455039121}"
"{1.1381107036361784, -0.5665700842712891}"
"{1.1375447980576943, -0.5652408027258288}"
"{1.136980222570507, -0.563909901840194}"
"{1.1364169787934666, -0.5625773825969904}"
"{1.135855068344432, -0.5612432459974444}"
"{1.1352944928402509, -0.559907493061439}"
"{1.134735253896742, -0.5585701248275539}"
"{1.134177353128676, -0.5572311423531006}"
"{1.1336207921497574, -0.5558905467141605}"
"{1.1330655725726044, -0.5545483390056221}"
"{1.1325116960087316, -0.5532045203412167}"
"{1.13195916406853, -0.5518590918535554}"
"{1.1314079783612485, -0.5505120546941653}"
"{1.1308581404949756, -0.5491634100335242}"
"{1.130309652076619, -0.5478131590610981}"
"{1.129762514711888, -0.5464613029853748}"
"{1.1292167300052738, -0.5451078430338996}"
"{1.1286722995600302, -0.5437527804533108}"
"{1.1281292249781552, -0.542396116509373}"
"{1.127587507860371, -0.5410378524870123}"
"{1.127047149806106, -0.5396779896903499}"
"{1.1265081524134741, -0.5383165294427356}"
"{1.125970517279257, -0.5369534730867818}"
"{1.125434245998883, -0.5355888219843961}"
"{1.12489934016641, -0.5342225775168147}"
"{1.1243658013745046, -0.5328547410846339}"
"{1.1238336312144224, -0.531485314107844}"
"{1.1233028312759907, -0.5301142980258593}"
"{1.1227734031475864, -0.5287416942975518}"
"{1.1222453484161186, -0.5273675044012804}"
"{1.1217186686670075, -0.525991729834924}"
"{1.1211933654841664, -0.5246143721159107}"
"{1.120669440449981, -0.5232354327812487}"
"{1.1201468951452906, -0.5218549133875569}"
"{1.1196257311493671, -0.5204728155110937}"
"{1.1191059500398974, -0.5190891407477871}"
"{1.1185875533929621, -0.5177038907132633}"
"{1.1180705427830164, -0.5163170670428763}"
"{1.1175549197828702, -0.5149286713917353}"
"{1.1170406859636686, -0.5135387054347333}"
"{1.1165278428948715, -0.512147170866575}"
"{1.1160163921442345, -0.5107540694018039}"
"{1.1155063352777888, -0.5093594027748293}"
"{1.114997673859821, -0.5079631727399531}"
"{1.1144904094528536, -0.5065653810713959}"
"{1.113984543617625, -0.5051660295633237}"
"{1.1134800779130691, -0.5037651200298725}"
"{1.1129770138962958, -0.502362654305174}"
"{1.1124753531225713, -0.5009586342433804}"
"{1.1119750971452969, -0.4995530617186892}"
"{1.1114762475159903, -0.4981459386253741}"
"{1.110978805784261, -0.49673726688837877}"
"{1.1104827734977794, -0.4953270484543458}"
"{1.1099881522022652, -0.49391528528220197}"
"{1.109494943441468, -0.4925019793515672}"
"{1.1090031487571483, -0.4910871326627823}"
"{1.1085127696890549, -0.48967074723693965}"
"{1.1080238077749063, -0.4882528251159104}"
"{1.1075362645503677, -0.4868333683623745}"
"{1.1070501415490315, -0.48541237905984813}"
"{1.1065654403023963, -0.4839898593127106}"
"{1.106082162339846, -0.4825658112462326}"
"{1.1056003091886286, -0.4811402370066026}"
"{1.105119882373835, -0.47971313876095284}"
"{1.1046408834183794, -0.47828451869738586}"
"{1.1041633138429767, -0.47685437902500033}"
"{1.1036871751661226, -0.47542272197391505}"
"{1.1032124689040719, -0.47398954979529506}"
"{1.1027391965708173, -0.472554864761375}"
"{1.1022673596780699, -0.47111866916548323}"
"{1.1017969597352357, -0.4696809653220655}"
"{1.1013279982493966, -0.46824175556670794}"
"{1.1008604767252876, -0.46680104225615915}"
"{1.100394396665277, -0.4653588277683528}"
"{1.0999297595693438, -0.46391511450242934}"
"{1.0994665669350583, -0.46246990487875683}"
"{1.0990048202575586, -0.4610232013389522}"
"{1.0985445210295317, -0.4595750063459011}"
"{1.0980856707411901, -0.458125322383778}"
"{1.0976282708802523, -0.45667415195806577}"
"{1.09717232293192, -0.4552214975955372}"
"{1.0967178283788577, -0.45376736184482586}"
"{1.0962647887011696, -0.4523117472765686}"
"{1.0958132053763798, -0.45085465648284645}"
"{1.0953630798794083, -0.4493960920771946}"
"{1.0949144136825513, -0.447936056694626}"
"{1.0944672082554594, -0.4464745529916541}"
"{1.0940214650651157, -0.4450115836463169}"
"{1.0935771855758145, -0.44354715135819756}"
"{1.09313437124914, -0.442081258848448}"
"{1.0926930235439443, -0.440613908859809}"
"{1.0922531439163254, -0.439145104156632}"
"{1.0918147338196074, -0.43767484752489866}"
"{1.0913777947043162, -0.4362031417722416}"
