"{-0.09, 0.51}"
"{-0.08949068064311122, 0.5086380134174423}"
"{-0.08898272537088256, 0.5072718336817249}"
"{-0.08847613836746522, 0.505901478792826}"
"{-0.08797092379902235, 0.5045269667267828}"
"{-0.08746708581375308, 0.5031483154356917}"
"{-0.08696462854191635, 0.5017655428477092}"
"{-0.08646355609585495, 0.5003786668670499}"
"{-0.08596387257001945, 0.49898770537398834}"
"{-0.08546558204099207, 0.4975926762248581}"
"{-0.08496868856751069, 0.4961935972520522}"
"{-0.08447319619049276, 0.49479048626402283}"
"{-0.08397910893305928, 0.49338336104528147}"
"{-0.08348643080055865, 0.4919722393563987}"
"{-0.0829951657805934, 0.4905571389244506}"
"{-0.08250531784305788, 0.4891380774476301}"
"{-0.08201689094014862, 0.4877150726185238}"
"{-0.08152988900638254, 0.4862881421033881}"
"{-0.08104431595862373, 0.48485730354169687}"
"{-0.08056017569611014, 0.4834225745461413}"
"{-0.08007747210048047, 0.4819839727026298}"
"{-0.07959620903580086, 0.4805415155702884}"
"{-0.07911639034859176, 0.47909522068146027}"
"{-0.07863801986785462, 0.477645105541706}"
"{-0.07816110140509876, 0.4761911876298035}"
"{-0.0776856387543681, 0.4747334843977482}"
"{-0.07721163569226795, 0.4732720132707526}"
"{-0.0767390959779918, 0.4718067916472468}"
"{-0.0762680233533481, 0.47033783689887815}"
"{-0.07579842154278708, 0.46886516637051123}"
"{-0.07533029425342742, 0.4673887973802284}"
"{-0.07486364517508319, 0.46590874721932884}"
"{-0.0743984779802905, 0.4644250331523294}"
"{-0.07393479632433436, 0.4629376724169642}"
"{-0.07347260384527542, 0.4614466822241847}"
"{-0.07301190416397678, 0.4599520797581598}"
"{-0.07255270088413075, 0.45845388217627575}"
"{-0.07209499759228569, 0.4569521066091359}"
"{-0.07163879785787267, 0.4554467701605613}"
"{-0.07118410523323239, 0.45393788990759015}"
"{-0.0707309232536419, 0.45242548290047807}"
"{-0.07027925543734136, 0.450909566162698}"
"{-0.06982910528556087, 0.44939015669094023}"
"{-0.0693804762825472, 0.4478672714551125}"
"{-0.06893337189559066, 0.44634092739833986}"
"{-0.06848779557505309, 0.44481114143073086}"
"{-0.06804375075441123, 0.44327793041708813}"
"{-0.06760124085028325, 0.441741311209507}"
"{-0.06716026926244818, 0.4402013006330417}"
"{-0.06672083937387434, 0.43865791548411764}"
"{-0.06628295455074786, 0.43711117253053156}"
"{-0.06584661814250145, 0.4355610885114515}"
"{-0.06541183348184296, 0.43400768013741675}"
"{-0.06497860388478398, 0.4324509640903378}"
"{-0.06454693265066855, 0.4308909570234964}"
"{-0.0641168230622017, 0.4293276755615457}"
"{-0.06368827838547816, 0.42776113630051005}"
"{-0.06326130187001093, 0.42619135580778494}"
"{-0.06283589674875992, 0.4246183506221374}"
"{-0.0624120662381606, 0.42304213725370554}"
"{-0.06198981353815262, 0.42146273218399866}"
"{-0.061569141832208414, 0.41988015186589756}"
"{-0.06115005428736188, 0.41829441272365414}"
"{-0.06073255405423696, 0.4167055311528916}"
"{-0.06031664426707629, 0.41511352352060454}"
"{-0.05990232804376982, 0.41351840616515856}"
"{-0.05948960848588365, 0.41192019539550456}"
"{-0.05907848867869047, 0.41031890748996097}"
"{-0.05866897169119859, 0.4087145586988823}"
"{-0.05826106057618042, 0.40710716524369717}"
"{-0.05785475837020143, 0.40549674331684776}"
"{-0.05745006809364914, 0.4038833090817902}"
"{-0.0570469927507621, 0.4022668786729943}"
"{-0.056645535329658915, 0.40064746819594366}"
"{-0.05624569880236715, 0.3990250937271355}"
"{-0.05584748612485241, 0.39739977131408116}"
"{-0.05545090023704724, 0.3957715169753054}"
"{-0.0550559440628802, 0.39414034670034687}"
"{-0.054662620510304766, 0.39250627644975805}"
"{-0.05427093247132838, 0.39086932215510517}"
"{-0.0538808828220414, 0.38922949971896825}"
"{-0.05349247442264608, 0.38758682501494096}"
"{-0.05310571011748562, 0.3859413138876308}"
"{-0.052720592735073055, 0.38429298215265917}"
"{-0.05233712508812032, 0.382641845596661}"
"{-0.051955309973567204, 0.3809879199772852}"
"{-0.05157515017261033, 0.37933122102319433}"
"{-0.05119664845073217, 0.37767176443406486}"
"{-0.05081980755773, 0.37600956588058676}"
"{-0.0504446302277449, 0.3743446410044641}"
"{-0.050071119179290725, 0.3726770054184145}"
"{-0.04969927711528297, 0.3710066747070644}"
"{-0.04932910672306498, 0.369333664429218}"
"{-0.04896061067443786, 0.367657990110453}"
"{-0.048593791625691864, 0.36597966724737924}"
"{-0.04822865221763478, 0.3642987113083313}"
