"{1.2903100402616419, -0.28683028764540436}"
"{1.2900236530563718, -0.28594404515060384}"
"{1.289738152326647, -0.28505733673701955}"
"{1.2894535385378398, -0.2841701634977816}"
"{1.2891698121542277, -0.2832825265296866}"
"{1.2888869736389899, -0.2823944269331975}"
"{1.2886050234542028, -0.2815058658124437}"
"{1.288323962060837, -0.28061684427522054}"
"{1.2880437899187542, -0.2797273634329891}"
"{1.2877645074867012, -0.2788374244008759}"
"{1.2874861152223094, -0.2779470282976728}"
"{1.2872086135820888, -0.2770561762458363}"
"{1.286932003021425, -0.2761648693714869}"
"{1.2866562839945768, -0.2752731088044092}"
"{1.2863814569546694, -0.2743808956780512}"
"{1.2861075223536946, -0.27348823112952303}"
"{1.2858344806425042, -0.27259511629959754}"
"{1.2855623322708092, -0.2717015523287161}"
"{1.2852910776871798, -0.2708075403591852}"
"{1.2850207173390393, -0.26991308154437677}"
"{1.284751251672654, -0.2690181770412613}"
"{1.2844826811331327, -0.26812282801028237}"
"{1.2842150061644215, -0.26722703561535655}"
"{1.2839482272093008, -0.2663308010238733}"
"{1.2836823447093824, -0.26543412540669437}"
"{1.2834173591051046, -0.264537009938154}"
"{1.2831532708357305, -0.26363945579605813}"
"{1.2828900803393433, -0.2627414641616843}"
"{1.282627788052843, -0.2618430362197812}"
"{1.2823663944119434, -0.26094417315856827}"
"{1.2821058998511685, -0.2600448761697347}"
"{1.2818463048038482, -0.25914514644843994}"
"{1.2815876097021162, -0.2582449851933116}"
"{1.2813298149769057, -0.25734439360644656}"
"{1.2810729210579455, -0.2564433728934088}"
"{1.2808169283737578, -0.2555419242632295}"
"{1.280561837351654, -0.25464004892840614}"
"{1.2803076484177307, -0.2537377481049016}"
"{1.2800543619968672, -0.2528350230121432}"
"{1.279801978512722, -0.25193187487302215}"
"{1.279550498387728, -0.2510283049138925}"
"{1.279299922043091, -0.25012431436456967}"
"{1.2790502498987846, -0.2492199044583305}"
"{1.2788014823735476, -0.248315076431911}"
"{1.2785536198848808, -0.24740983152550605}"
"{1.278306662849042, -0.24650417098276797}"
"{1.2780606116810451, -0.24559809605080526}"
"{1.2778154667946535, -0.24469160798018175}"
"{1.2775712286023795, -0.24378470802491461}"
"{1.2773278975154794, -0.24287739744247364}"
"{1.27708547394395, -0.24196967749377998}"
"{1.2768439582965259, -0.24106154944320393}"
"{1.2766033509806751, -0.2401530145585645}"
"{1.2763636524025963, -0.2392440741111271}"
"{1.2761248629672155, -0.23833472937560235}"
