"{0.9252567211320327, 0.23561028525497385}"
"{0.925493285407542, 0.23751807000808167}"
"{0.9257317568791341, 0.23942467601796127}"
"{0.9259721343638646, 0.24133009488879528}"
"{0.9262144166704099, 0.2432343182555881}"
"{0.9264586025990962, 0.24513733778422286}"
"{0.926704690941931, 0.24703914517151732}"
"{0.9269526804826344, 0.24893973214527798}"
"{0.9272025699966695, 0.2508390904643545}"
"{0.9274543582512744, 0.25273721191869003}"
"{0.927708044005492, 0.2546340883293727}"
"{0.9279636260102024, 0.2565297115486852}"
"{0.9282211030081532, 0.2584240734601519}"
"{0.9284804737339913, 0.26031716597858634}"
"{0.9287417369142943, 0.2622089810501357}"
"{0.9290048912676016, 0.2640995106523256}"
"{0.9292699355044457, 0.26598874679755946}"
"{0.9295368683274015, 0.2678766815550681}"
"{0.9298056884311169, 0.26976330699722967}"
"{0.9300763945023232, 0.27164861522212697}"
"{0.9303489852198659, 0.2735325983618809}"
"{0.9306234592547402, 0.2754152485827011}"
"{0.9308998152701247, 0.27729655808493325}"
"{0.931178051921415, 0.27917651910310815}"
"{0.9314581678562587, 0.2810551239059862}"
"{0.9317401617145891, 0.2829323647966025}"
"{0.9320240321286599, 0.28480823411231004}"
"{0.932309777723079, 0.2866827242248215}"
"{0.9325973971148435, 0.28855582754024933}"
"{0.9328868889133736, 0.29042753649914493}"
"{0.9331782517205476, 0.2922978435765367}"
"{0.9334714841307356, 0.2941667412819659}"
"{0.9337665847308351, 0.296034222159521}"
"{0.9340635521003045, 0.2979002787878728}"
"{0.9343623848111984, 0.29976490378030496}"
"{0.9346630814282022, 0.30162808978474553}"
"{0.9349656405086658, 0.3034898294837968}"
"{0.93527006060264, 0.30535011559476233}"
"{0.9355763402529096, 0.30720894086967454}"
"{0.9358844779950292, 0.30906629809531944}"
"{0.9361944723573573, 0.3109221800932615}"
"{0.9365063218610915, 0.3127765797198654}"
"{0.9368200250203033, 0.3146294898663176}"
"{0.9371355803419723, 0.3164809034586464}"
"{0.9374529863260224, 0.31833081345774084}"
"{0.9377722414653551, 0.3201792128593673}"
"{0.9380933442458851, 0.3220260946941855}"
"{0.9384162931465759, 0.3238714520277644}"
"{0.9387410866394733, 0.32571527796059324}"
"{0.9390677231897416, 0.32755756562809535}"
"{0.9393962012556977, 0.3293983082006381}"
"{0.939726519288846, 0.3312374988835421}"
"{0.9400586757339143, 0.33307513091708896}"
"{0.9403926690288883, 0.3349111975765286}"
"{0.9407284976050457, 0.3367456921720841}"
"{0.9410661598869926, 0.33857860804895634}"
"{0.941405654292702, 0.34040993860477725}"
"{0.9417469792335786, 0.34223967729097426}"
"{0.9420901331144811, 0.34406781756980803}"
"{0.9424351143337483, 0.34589435294010196}"
"{0.9427819212832367, 0.34771927693777527}"
"{0.943130552348357, 0.34954258313585723}"
"{0.9434810059081116, 0.3513642651444982}"
"{0.9438332803351315, 0.353184316610979}"
"{0.9441873739957137, 0.3550027312197204}"
"{0.9445432852498584, 0.3568195026922907}"
"{0.9449010124513055, 0.35863462478741065}"
"{0.9452605539475724, 0.36044809130095934}"
"{0.9456219080799908, 0.36225989606597747}"
"{0.9459850731837444, 0.36407003295266854}"
"{0.9463500475879054, 0.3658784958684008}"
"{0.946716829615472, 0.36768527875770607}"
"{0.9470854175834055, 0.3694903756022781}"
"{0.9474558098026674, 0.3712937804209699}"
"{0.947828004578257, 0.3730954872697882}"
"{0.9482020002092477, 0.3748954902418891}"
"{0.948577794988825, 0.37669378346757015}"
"{0.9489553872043227, 0.37849036111426326}"
"{0.9493347751372615, 0.3802852173865237}"
"{0.9497159570633845, 0.3820783465260209}"
"{0.9500989312526953, 0.38386974281152514}"
"{0.9504836959694947, 0.38565940055990083}"
