"{-0.35, -0.25}"
"{-0.35024912858981666, -0.24825652051926206}"
"{-0.3504965117270943, -0.24650909920926187}"
"{-0.35074214548288235, -0.24475776184419248}"
"{-0.350986025954055, -0.24300253429940996}"
"{-0.35122814926341234, -0.24124344255143376}"
"{-0.3514685115597816, -0.23948051267794662}"
"{-0.3517071090181182, -0.23771377085779433}"
"{-0.35194393783960715, -0.23594324337098593}"
"{-0.3521789942517639, -0.23416895659869377}"
"{-0.3524122745085357, -0.23239093702325342}"
"{-0.3526437748904027, -0.23060921122816364}"
"{-0.35287349170447924, -0.22882380589808635}"
"{-0.35310142128461475, -0.22703474781884686}"
"{-0.35332755999147986, -0.2252420638327602}"
"{-0.3535519042126298, -0.2234457808981071}"
"{-0.35377445036265986, -0.22164592611783948}"
"{-0.3539951948833132, -0.21984252668391996}"
"{-0.3542141342435692, -0.21803560987732196}"
"{-0.35443126493973265, -0.2162252030680296}"
"{-0.354646583495523, -0.21441133371503762}"
"{-0.35486008646216316, -0.2125940293663516}"
"{-0.3550717704184685, -0.2107733176589877}"
"{-0.35528163197093593, -0.20894922631897286}"
"{-0.35548966775383295, -0.20712178316134472}"
"{-0.35569587442928646, -0.2052910160901516}"
"{-0.3559002486873721, -0.20345695309845246}"
"{-0.35610278724620287, -0.20161962226831714}"
"{-0.3563034868520186, -0.19977905177082597}"
"{-0.35650234427927446, -0.19793526986607024}"
"{-0.35669935633073035, -0.19608830490315157}"
"{-0.3568945198375398, -0.1942381853201827}"
"{-0.3570878316593388, -0.19238493964428682}"
"{-0.35727928868433506, -0.1905285964915979}"
"{-0.35746888782939706, -0.18866918456726056}"
"{-0.3576566260401428, -0.18680673266543024}"
"{-0.3578425002910289, -0.1849412696692729}"
"{-0.35802650758543964, -0.18307282455096546}"
"{-0.35820864495577615, -0.18120142637169528}"
"{-0.3583889094635277, -0.17932710422438242}"
"{-0.3585672981992828, -0.1774498872534573}"
"{-0.3587438082828546, -0.17556980474503114}"
"{-0.3589184368633795, -0.1736868860590131}"
"{-0.3590911811193904, -0.1718011606287709}"
"{-0.3592620382588904, -0.16991265796113084}"
"{-0.35943100551942614, -0.16802140763637766}"
"{-0.35959808016816125, -0.16612743930825477}"
"{-0.35976325950194976, -0.1642307827039641}"
"{-0.3599265408474098, -0.16233146762416603}"
"{-0.36008792156099684, -0.1604295239429796}"
"{-0.36024739902907704, -0.15852498160798237}"
"{-0.36040497066800103, -0.15661787064021046}"
"{-0.36056063392417725, -0.1547082211341585}"
"{-0.3607143862741451, -0.15279606325777964}"
"{-0.360866225224649, -0.15088142725248566}"
"{-0.3610161483127113, -0.14896434343314685}"
"{-0.3611641531057058, -0.14704484218669694}"
"{-0.3613102372014054, -0.14512295391109337}"
"{-0.3614543982280177, -0.14319870910654448}"
"{-0.36159663384430674, -0.1412721383687173}"
"{-0.3617369417396612, -0.13934327235097616}"
"{-0.3618753196341518, -0.13741214176438246}"
"{-0.3620117652785893, -0.13547877737769498}"
"{-0.362146276454582, -0.1335432100173695}"
"{-0.36227885097459356, -0.13160547056755906}"
"{-0.36240948668200057, -0.12966558997011393}"
"{-0.36253818145115047, -0.12772359922458154}"
"{-0.3626649331874188, -0.12577952938820655}"
"{-0.3627897398272676, -0.12383341157593072}"
"{-0.3629125993383023, -0.12188527696039309}"
"{-0.36303350971933007, -0.11993515677192987}"
"{-0.3631524690004172, -0.11798308229857445}"
"{-0.3632694752429469, -0.1160290848860574}"
"{-0.3633845265396768, -0.11407319593780654}"
"{-0.363497621014797, -0.11211544691494679}"
"{-0.36360875682398747, -0.11015586933630035}"
"{-0.36371793215447584, -0.10819449477838657}"
"{-0.36382514522509524, -0.10623135487542198}"
"{-0.36393039428632945, -0.10426648127523519}"
"{-0.3640336776202992, -0.10229990563820554}"
"{-0.36413499354085227, -0.10033165974168842}"
"{-0.3642343403936353, -0.09836177540465818}"
"{-0.36433171655613394, -0.0963902844860827}"
"{-0.3644271204377128, -0.09441721888492337}"
"{-0.3645205504796555, -0.09244261054013507}"
"{-0.3646120051552044, -0.09046649143066625}"
"{-0.36470148296960114, -0.08848889357545883}"
"{-0.364788982460126, -0.08650984903344823}"
"{-0.36487450219613826, -0.08452938990356346}"
"{-0.3649580407791163, -0.08254754832472691}"
"{-0.36503959684269727, -0.08056435647585461}"
"{-0.36511916905271724, -0.07857984657585607}"
"{-0.3651967561072511, -0.07659405088363426}"
"{-0.3652723567366529, -0.07460700169808572}"
"{-0.3653459697035954, -0.07261873135810049}"
"{-0.3654175938031102, -0.07062927224256212}"
"{-0.36548722786262783, -0.06863865677034767}"
"{-0.36555487074201726, -0.06664691739463759}"
"{-0.3656205213335827, -0.06465408652585503}"
"{-0.36568417856207064, -0.0626601966629358}"
"{-0.3657458413847607, -0.060665280357024176}"
"{-0.3658055087914944, -0.058669370180943065}"
"{-0.3658631798046971, -0.0566724987291941}"
"{-0.3659188534793994, -0.05467469861795761}"
"{-0.3659725289032589, -0.05267600248509262}"
"{-0.36602420519658196, -0.050676442990136863}"
"{-0.3660738815123453, -0.04867605281430672}"
"{-0.3661215570362177, -0.04667486466049733}"
"{-0.3661672309865816, -0.0446729112532825}"
"{-0.36621090261455497, -0.04267022533891474}"
"{-0.3662525712040128, -0.04066683968532527}"
"{-0.3662922360716088, -0.038662787082123985}"
"{-0.3663298965667973, -0.03665810034059949}"
"{-0.36636555207185467, -0.03465281229371908}"
"{-0.36639920200190096, -0.03264695579612876}"
"{-0.3664308458049219, -0.030640563724153216}"
"{-0.36646048296179023, -0.028633668975795844}"
"{-0.3664881129862877, -0.02662630447073873}"
"{-0.36651373542512156, -0.024618503126088105}"
"{-0.366537349857877, -0.02261029779951033}"
"{-0.3665589558970439, -0.020601721443017865}"
"{-0.36657855318807486, -0.018592807022060922}"
"{-0.3665961414093892, -0.016583587504567336}"
"{-0.36661172027237526, -0.014574095860942425}"
"{-0.3666252895213933, -0.01256436506406901}"
"{-0.3666368489337774, -0.010554428089307429}"
"{-0.3666463983198385, -0.008544317914495529}"
"{-0.36665393752286646, -0.006534067519948677}"
"{-0.3666594664191327, -0.004523709888459749}"
"{-0.3666629849178928, -0.0025132780052991317}"
"{-0.36666449296138864, -0.0005028048582147275}"
"{-0.36666399052485127, 0.001507676562568055}"
"{-0.36666147761650314, 0.003518133264346284}"
"{-0.3666569542775606, 0.005528532251939526}"
"{-0.3666504205822365, 0.007538840527689831}"
"{-0.36664187663774256, 0.009549025091461731}"
"{-0.36663132258429176, 0.011559052940642255}"
"{-0.3666187585951011, 0.013568891070140908}"
"{-0.36660418487639373, 0.015578506474617258}"
"{-0.3665876016673641, 0.0175878662344595}"
"{-0.36656900924012464, 0.019596937395483655}"
"{-0.36654840789976767, 0.021605686973429194}"
"{-0.36652579798436147, 0.023614082000929567}"
"{-0.36650117986493297, 0.025622089527512184}"
"{-0.3664745539454514, 0.027629676619598413}"
"{-0.36644592066281106, 0.029636810360503543}"
"{-0.36641528048681427, 0.031643457850437}"
"{-0.36638263392015497, 0.03364958620650198}"
"{-0.3663479814984014, 0.03565516256269573}"
"{-0.36631132378997944, 0.03766015406990947}"
"{-0.3662726613961555, 0.039664527895928336}"
"{-0.36623199495101993, 0.04166825122543149}"
"{-0.36618932512146984, 0.04367129125999203}"
"{-0.3661446526071923, 0.045673615218077}"
"{-0.36609797814064754, 0.04767519033504745}"
"{-0.36604930248705203, 0.049675983863158364}"
"{-0.3659986264443613, 0.051675963071558716}"
"{-0.36594595084325365, 0.053675095246291424}"
"{-0.3658912765471125, 0.05567334769029339}"
"{-0.36583460445200994, 0.05767068772714644}"
"{-0.365775935486646, 0.05966708279197906}"
"{-0.3657152706122802, 0.06166250029531076}"
"{-0.36565261082277495, 0.06365690764123963}"
"{-0.3655879571445705, 0.06565027227007711}"
"{-0.3655213106366487, 0.06764256165834798}"
"{-0.3654526723904968, 0.06963374331879038}"
"{-0.36538204353007114, 0.07162378480035572}"
"{-0.3653094252117611, 0.07361265368820882}"
"{-0.3652348186243526, 0.07560031760372779}"
"{-0.36515822498899225, 0.0775867442045041}"
"{-0.36507964555915096, 0.07957190118434251}"
"{-0.3649990816205876, 0.08155575627326118}"
"{-0.36491653449131306, 0.08353827723749155}"
"{-0.36483200552155376, 0.08551943187947844}"
"{-0.3647454960937157, 0.08749918803787998}"
"{-0.364657007622348, 0.08947751358756763}"
"{-0.36456654155410684, 0.09145437643962614}"
"{-0.36447409936771924, 0.09342974454135379}"
"{-0.3643796825739468, 0.09540358587626198}"
"{-0.3642832927155495, 0.09737586846407553}"
"{-0.36418493136724944, 0.09934656036098602}"
"{-0.3640846001356664, 0.10131562973897522}"
"{-0.3639823006592109, 0.1032830448005389}"
"{-0.36387803460810664, 0.10524877373999622}"
"{-0.3637718036843558, 0.10721278480656841}"
"{-0.3636636096216837, 0.10917504630437891}"
"{-0.36355345418548424, 0.11113552659245321}"
"{-0.36344133917276467, 0.11309419408471896}"
"{-0.36332726641209107, 0.11505101725000592}"
"{-0.36321123776353303, 0.11700596461204599}"
"{-0.3630932551186091, 0.1189590047494731}"
"{-0.3629733204002317, 0.12091010629582344}"
"{-0.3628514355626523, 0.12285923793953522}"
"{-0.36272760259140635, 0.12480636842394882}"
"{-0.3626018235032587, 0.12675146654730673}"
"{-0.36247410034614835, 0.12869450116275355}"
"{-0.36234443519913373, 0.13063544117833598}"
"{-0.3622128301723379, 0.13257425555700292}"
"{-0.3620792874068934, 0.13451091331660528}"
"{-0.36194380907488743, 0.1364453835298962}"
"{-0.3618063973793071, 0.1383776353245309}"
"{-0.36166705455398435, 0.14030763788306666}"
"{-0.36152578286353704, 0.14223536046471097}"
"{-0.36138258460324596, 0.14416077246828848}"
"{-0.36123746209900026, 0.14608384327474477}"
"{-0.36109041770728284, 0.1480045423246153}"
"{-0.36094145381509973, 0.14992283913087395}"
"{-0.36079057283990795, 0.1518387032789332}"
"{-0.36063777722954277, 0.1537521044266439}"
"{-0.3604830694621455, 0.15566301230429538}"
"{-0.36032645204609076, 0.15757139671461562}"
"{-0.36016792751991444, 0.1594772275327709}"
"{-0.3600074984522409, 0.16138047470636613}"
"{-0.3598451674417107, 0.1632811082554445}"
"{-0.35968093711690813, 0.1651790982724879}"
"{-0.3595148101362889, 0.16707441492241656}"
"{-0.35934678918810736, 0.1689670284425893}"
"{-0.3591768769903445, 0.17085690914280333}"
"{-0.35900507629063516, 0.1727440274052944}"
"{-0.3588313898661957, 0.17462835368473673}"
"{-0.3586558205237518, 0.17650985850824302}"
"{-0.3584783710994655, 0.17838851247536444}"
"{-0.35829904445886335, 0.18026428625809068}"
"{-0.35811784349676345, 0.18213715060084992}"
"{-0.35793477113718536, 0.18400707637771269}"
"{-0.3577498303332087, 0.1858740345554436}"
"{-0.35756302406694584, 0.18773799612205655}"
"{-0.3573743553494772, 0.18959893215371357}"
"{-0.3571838272207629, 0.1914568138148504}"
"{-0.3569914427495544, 0.19331161235817657}"
"{-0.3567972050333065, 0.19516329912467517}"
"{-0.35660111719808857, 0.19701184554360304}"
"{-0.3564031823984969, 0.1988572231324908}"
"{-0.356203403817566, 0.20069940349714266}"
"{-0.3560017846666803, 0.2025383583316366}"
"{-0.3557983281854863, 0.2043740594183242}"
"{-0.3555930376418037, 0.2062064786278309}"
"{-0.3553859163315377, 0.2080355879190557}"
"{-0.3551769675785903, 0.20986135933917127}"
"{-0.35496619473477226, 0.21168376502362415}"
"{-0.35475360117971466, 0.21350277719613436}"
"{-0.3545391903207809, 0.2153183681686959}"
"{-0.35432296559297816, 0.21713051034157618}"
"{-0.35410493045886915, 0.21893917620331643}"
"{-0.3538850884084839, 0.22074433833073162}"
"{-0.3536634429592312, 0.22254596939420754}"
"{-0.3534399976557711, 0.2243440422265353}"
"{-0.3532147560698958, 0.22613852970941092}"
"{-0.35298772180048366, 0.22792940480154028}"
"{-0.3527588984734038, 0.22971664056362628}"
"{-0.35252828974141337, 0.2315002101583686}"
"{-0.35229589928405575, 0.23328008685046395}"
"{-0.35206173080755887, 0.2350562440066059}"
"{-0.35182578804473275, 0.236828655095485}"
"{-0.35158807475486786, 0.23859729368778862}"
"{-0.35134859472363295, 0.24036213345620114}"
"{-0.35110735176297303, 0.24212314817540376}"
"{-0.35086434971100744, 0.2438803117220747}"
"{-0.350619592431928, 0.245633598074889}"
"{-0.35037308381589655, 0.24738298131451866}"
"{-0.35012482777894355, 0.24912843562363268}"
"{-0.3498748282628657, 0.25086993528689683}"
"{-0.349623089235124, 0.2526074546909738}"
"{-0.3493696146887417, 0.2543409683245234}"
"{-0.34911440864220267, 0.2560704507782021}"
"{-0.34885747513934884, 0.2577958767446635}"
"{-0.3485988182492787, 0.2595172210185579}"
"{-0.34833844206623854, 0.2612344585216905}"
"{-0.34807635070947096, 0.2629475643194941}"
"{-0.3478125483231287, 0.2646565135337201}"
"{-0.3475470390761885, 0.2663612813967797}"
"{-0.3472798271623382, 0.2680618432544077}"
"{-0.34701091679986307, 0.26975817456566187}"
"{-0.3467403122315328, 0.2714502509029234}"
"{-0.34646801772448793, 0.27313804795189683}"
"{-0.3461940375701267, 0.2748215415116099}"
"{-0.3459183760839916, 0.2765007074944137}"
"{-0.3456410376056562, 0.2781755219259825}"
"{-0.34536202649861164, 0.27984596094531405}"
"{-0.3450813471501535, 0.28151200080472916}"
"{-0.3447990039712682, 0.28317361786987216}"
"{-0.3445150013965201, 0.2848307886197105}"
"{-0.3442293438839377, 0.286483489646535}"
"{-0.34394203591490075, 0.2881316976559597}"
"{-0.34365308199402655, 0.28977538946692205}"
"{-0.3433624866490569, 0.2914145420116827}"
"{-0.3430702544307446, 0.29304913233582564}"
"{-0.3427763899127404, 0.294679137598258}"
"{-0.3424808976914788, 0.2963045350745962}"
"{-0.3421837823860409, 0.2979253022009542}"
"{-0.34188504863801966, 0.2995414165031859}"
"{-0.3415847011114331, 0.30115285561382377}"
"{-0.3412827444926057, 0.30275959728750573}"
"{-0.3409791834900462, 0.30436161940097567}"
"{-0.3406740228343256, 0.305958899953083}"
"{-0.34036726727795485, 0.3075514170647829}"
"{-0.34005892159526313, 0.3091391489791363}"
"{-0.3397489905822753, 0.3107220740613098}"
"{-0.33943747905659016, 0.3123001707985757}"
"{-0.339124391857258, 0.313873417800312}"
"{-0.3388097338446589, 0.3154417937980024}"
"{-0.3384935099003802, 0.31700527764523645}"
"{-0.3381757249270947, 0.3185638483177091}"
"{-0.33785638384843847, 0.32011748491322134}"
