"{-0.35, -0.25}"
"{-0.3375354916088886, 0.32166616665167974}"
"{-0.3372130531736415, 0.3232098728750964}"
"{-0.3368890735284901, 0.3247485830475894}"
"{-0.33656355767970253, 0.32628227675538235}"
"{-0.3362365106538995, 0.3278109337068047}"
"{-0.3359079374979323, 0.3293345337323298}"
"{-0.33557784327875173, 0.33085305681068}"
"{-0.33524623308326035, 0.33236648304513033}"
"{-0.33491311201820734, 0.33387479264625775}"
"{-0.3345784852100674, 0.3353779659529489}"
"{-0.33424235780491196, 0.3368759834323998}"
"{-0.33390473496828127, 0.3383688256801162}"
"{-0.3335656218850558, 0.33985647341991354}"
"{-0.3332250237593281, 0.3413389075039167}"
"{-0.3328829458142745, 0.3428161089125602}"
"{-0.33253939329202664, 0.3442880587545881}"
"{-0.3321943714535433, 0.3457547382670543}"
"{-0.331847885578482, 0.3472161288153218}"
"{-0.3314999409650709, 0.3486722118930639}"
"{-0.33115054292998014, 0.35012296912226276}"
"{-0.3307996968081939, 0.35156838225321063}"
"{-0.33044740795288174, 0.3530084331645092}"
"{-0.33009368173527054, 0.3544431038630696}"
"{-0.32973852354451616, 0.35587237648411296}"
"{-0.32938193878757505, 0.35729623329116955}"
"{-0.329023932889076, 0.35871465667607944}"
"{-0.3286645112911917, 0.36012762915899243}"
"{-0.3283036794535068, 0.3615351334007763}"
"{-0.32794144285287286, 0.36293715219862166}"
"{-0.3275778069832875, 0.3643336684669641}"
"{-0.3272127773557681, 0.3657246652521636}"
"{-0.32684635949821955, 0.3671101257325738}"
"{-0.32647855895530253, 0.36849003321854157}"
"{-0.3261093812883013, 0.36986437115240745}"
"{-0.3257388320749918, 0.37123312310850537}"
"{-0.3253669169095096, 0.37259627279316276}"
"{-0.324993641402218, 0.37395380404470063}"
"{-0.3246190111795759, 0.37530570083343323}"
"{-0.3242430318840061, 0.3766519472616686}"
"{-0.3238657091737628, 0.37799252756370805}"
"{-0.3234870487228001, 0.37932742610584647}"
"{-0.3231070562206398, 0.38065662738637224}"
"{-0.32272573737223925, 0.3819801160355671}"
"{-0.32234309789785975, 0.3832978768157064}"
"{-0.32195914353293426, 0.38460989462105893}"
"{-0.3215738800279353, 0.385916154477887}"
"{-0.32118731314824334, 0.3872166415444464}"
"{-0.32079944867401455, 0.38851134111098634}"
"{-0.3204102924000472, 0.3898002386048847}"
"{-0.3200198501356428, 0.39108331958907255}"
"{-0.31962812770447646, 0.39236056975538464}"
"{-0.3192351309444645, 0.39363197492893925}"
"{-0.31884086570763154, 0.3948975210681409}"
"{-0.31844533785997725, 0.39615719426468066}"
"{-0.31804855328134285, 0.3974109807435358}"
"{-0.3176505178652781, 0.3986588668629703}"
"{-0.3172512375189077, 0.3999008391145343}"
"{-0.3168507181627982, 0.40113688412306436}"
"{-0.3164489657308247, 0.4023669886466835}"
"{-0.3160459861700375, 0.4035911395768013}"
"{-0.31564178544052884, 0.4048093239381134}"
"{-0.31523636951529965, 0.4060215288886021}"
"{-0.3148297443801263, 0.4072277417195361}"
"{-0.31442191603342706, 0.4084279498554703}"
"{-0.31401289048612924, 0.4096221408542463}"
"{-0.3136026737615354, 0.41081030240699185}"
"{-0.3131912718951906, 0.41199242233812117}"
"{-0.31277869093474864, 0.41316848860533506}"
"{-0.3123649369398391, 0.41433848929953965}"
"{-0.3119500159819352, 0.415502412641687}"
"{-0.311533934144222, 0.4166602469894198}"
"{-0.3111166975214585, 0.41781198083538085}"
"{-0.31069831221984495, 0.41895760280458216}"
"{-0.31027878435689055, 0.4200971016544047}"
"{-0.30985812006128083, 0.42123046627459854}"
"{-0.30943632547274535, 0.4223576856872827}"
"{-0.3090134067419254, 0.4234787490469452}"
"{-0.3085893700302416, 0.42459364564044333}"
"{-0.30816422150976164, 0.4257023648870031}"
"{-0.3077379673630676, 0.42680489633821983}"
"{-0.3073106137831238, 0.42790122967805777}"
"{-0.3068821669731446, 0.4289913547228502}"
"{-0.30645263314646165, 0.4300752614212995}"
"{-0.3060220185263919, 0.431152939854477}"
"{-0.3055903293461048, 0.4322243802358231}"
"{-0.3051575718484904, 0.4332895729111474}"
"{-0.3047237522860266, 0.4343485083586283}"
"{-0.30428887692064704, 0.4354011771888133}"
"{-0.30385295202360857, 0.4364475701446192}"
"{-0.30341598387535923, 0.43748767809918887}"
"{-0.30297797876541477, 0.4385214920456002}"
"{-0.3025389429922265, 0.43954900312092055}"
"{-0.30209888286304154, 0.440570202594759}"
"{-0.30165780469377257, 0.4415850818661822}"
"{-0.30121571480886855, 0.4425936324637145}"
"{-0.3007726195411852, 0.4435958460453379}"
"{-0.3003285252318555, 0.44459171439849227}"
"{-0.29988343823016017, 0.4455812294400747}"
"{-0.2994373648933985, 0.44656438321644054}"
"{-0.29899031158675854, 0.4475411679034023}"
"{-0.29854228468318783, 0.44851157580623047}"
"{-0.298093290563264, 0.449475599359653}"
"{-0.29764333561506506, 0.4504332311278557}"
"{-0.29719242623404024, 0.451384463804482}"
"{-0.29674056882288036, 0.45232929021263296}"
"{-0.2962877697913884, 0.4532677033048673}"
"{-0.29583403555635, 0.4541996961632015}"
"{-0.29537937254140423, 0.4551252619991096}"
"{-0.29492378717691375, 0.4560443941535233}"
"{-0.2944672858998357, 0.4569570860968323}"
"{-0.2940098751535952, 0.45786333141726643}"
"{-0.29355156138797406, 0.4587631238233512}"
"{-0.2930923510589698, 0.45965645716970405}"
"{-0.2926322506286627, 0.460543325436123}"
"{-0.2921712665650908, 0.4614237227271973}"
"{-0.291709405342125, 0.4622976432723073}"
"{-0.2912466734393448, 0.46316508142562474}"
"{-0.2907830773419128, 0.46402603166611245}"
"{-0.29031862354045035, 0.4648804885975247}"
"{-0.2898533185309126, 0.46572844694840676}"
"{-0.28938716881446397, 0.4665699015720953}"
"{-0.28892018089735283, 0.4674048474467181}"
"{-0.2884523612907873, 0.46823327967519435}"
"{-0.28798371651081, 0.46905519348523417}"
"{-0.2875142530781735, 0.46987058422933925}"
"{-0.2870439775182156, 0.4706794473848024}"
"{-0.28657289636073413, 0.4714817785537075}"
"{-0.2861010161398628, 0.47227757346292987}"
"{-0.28562834339394566, 0.47306682796413596}"
"{-0.28515488466541306, 0.4738495380337835}"
"{-0.28468064650065644, 0.4746256997713636}"
"{-0.2842056354499183, 0.47539530937244234}"
"{-0.28372985806717943, 0.47615836317387994}"
"{-0.2832533209100161, 0.4769148576424238}"
"{-0.2827760305394784, 0.477664789363442}"
"{-0.28229799351997176, 0.4784081550409237}"
"{-0.2818192164191382, 0.4791449514974792}"
"{-0.281339705807738, 0.4798751756743397}"
"{-0.2808594682595308, 0.48059882463135717}"
"{-0.2803785103511571, 0.4813158955470049}"
"{-0.27989683866201953, 0.4820263857183769}"
"{-0.27941445977416446, 0.48273029256118843}"
"{-0.2789313802721632, 0.48342761360977554}"
"{-0.27844760674299335, 0.4841183465170953}"
"{-0.27796314577592024, 0.4848024890547257}"
"{-0.2774780039623784, 0.485480039112866}"
"{-0.27699218789585267, 0.4861509947003362}"
"{-0.27650570417176007, 0.48681535394457726}"
"{-0.27601855938733055, 0.4874731150916512}"
"{-0.2755307601414889, 0.4881242765062412}"
"{-0.2750423130347358, 0.48876883667165105}"
"{-0.27455322466903287, 0.489406794175452}"
"{-0.2740635016477127, 0.49003814770079146}"
"{-0.2735731505753487, 0.4906628960776563}"
"{-0.27308217805762713, 0.49128103824896735}"
"{-0.2725905907012358, 0.4918925732688481}"
"{-0.2720983951137527, 0.4924975003026244}"
"{-0.271605597903535, 0.49309581862682456}"
"{-0.2711122056796076, 0.49368752762917945}"
"{-0.27061822505155214, 0.49427262680862233}"
"{-0.27012366262939586, 0.49485111577528906}"
"{-0.2696285250235, 0.49542299425051783}"
"{-0.269132818844449, 0.4959882620668493}"
"{-0.26863655070293924, 0.4965469191680268}"
"{-0.2681397272096676, 0.49709896560899597}"
"{-0.2676423549752205, 0.49764440155590495}"
"{-0.26714444060996256, 0.4981832272861045}"
"{-0.2666459907239256, 0.49871544318814753}"
"{-0.266147011926697, 0.4992410497617899}"
"{-0.26564751082730903, 0.49976004761798953}"
"{-0.26514749403412735, 0.5002724374789068}"
"{-0.2646469681547398, 0.5007782201769179}"
"{-0.2641459397958616, 0.5012773966177592}"
"{-0.26364441556324736, 0.5017699678327593}"
"{-0.2631424020615544, 0.5022559349761553}"
"{-0.2626399058942344, 0.5027352993049735}"
"{-0.26213693366343055, 0.503208062179029}"
"{-0.2616334919698749, 0.5036742250609267}"
"{-0.26112958741278547, 0.5041337895160602}"
"{-0.26062522658976345, 0.5045867572126121}"
"{-0.26012041609669057, 0.5050331299215547}"
"{-0.2596151625276261, 0.505472909516649}"
"{-0.25910947247470417, 0.5059060979744452}"
"{-0.258603352528031, 0.5063326973742829}"
"{-0.25809680927558204, 0.5067527098982904}"
"{-0.2575898493030992, 0.5071661378313856}"
"{-0.25708247919398813, 0.5075729835612754}"
"{-0.25657470552921535, 0.5079732495784559}"
"{-0.2560665348872055, 0.5083669384762121}"
"{-0.2555579738437385, 0.5087540529506185}"
"{-0.2550490289718469, 0.5091345958005382}"
"{-0.2545397068417129, 0.5095085699276243}"
"{-0.2540300140205676, 0.5098759783258494}"
"{-0.25351995707262065, 0.5102368240523176}"
"{-0.2530095425589562, 0.5105911103022348}"
"{-0.2524987770374111, 0.5109388403705704}"
"{-0.25198766706248044, 0.5112800176459213}"
"{-0.25147621918522384, 0.5116146456105123}"
"{-0.2509644399531721, 0.5119427278401951}"
"{-0.25045233591023297, 0.5122642680044491}"
"{-0.2499399135965983, 0.512579269866381}"
"{-0.2494271795486498, 0.512887737282725}"
"{-0.24891414029886563, 0.5131896742038429}"
"{-0.2484008023757269, 0.5134850846737237}"
"{-0.24788717230362378, 0.5137739728299838}"
"{-0.2473732566027621, 0.5140563429038675}"
"{-0.24685906178906958, 0.514332199220246}"
"{-0.2463445943741023, 0.514601546197618}"
"{-0.245829860864951, 0.5148643883481101}"
"{-0.24531486776414752, 0.5151207302774757}"
"{-0.24479962156957102, 0.5153705766850963}"
"{-0.2442841287743546, 0.5156139323639801}"
"{-0.24376839586679147, 0.5158508022007635}"
"{-0.24325242933024868, 0.5160811911500743}"
"{-0.24273623564311259, 0.5163051042389402}"
"{-0.24221982127867372, 0.5165225466218346}"
"{-0.24170319270502547, 0.5167335235379019}"
"{-0.2411863563849801, 0.5169380403102389}"
"{-0.24066931877598483, 0.517136102345896}"
"{-0.2401520863300378, 0.517327715135876}"
"{-0.23963466549360424, 0.5175128842551351}"
"{-0.23911706270753239, 0.5176916153625821}"
"{-0.23859928440696965, 0.5178639142010786}"
"{-0.23808133702127854, 0.5180297865974398}"
"{-0.23756322697395282, 0.5181892384624333}"
"{-0.2370449606825335, 0.5183422757907796}"
"{-0.23652654455852484, 0.5184889046611527}"
"{-0.23600798500731057, 0.5186291312361789}"
"{-0.23548928842806968, 0.518762961762438}"
"{-0.2349704612136927, 0.5188904025704622}"
"{-0.23445150975069762, 0.519011460074737}"
"{-0.23393244041914593, 0.5191261407737009}"
"{-0.2334132595925588, 0.519234451249745}"
"{-0.2328939736378329, 0.5193363981692106}"
"{-0.23237458891516924, 0.5194319882450171}"
"{-0.23185511177802706, 0.5195212282706717}"
"{-0.23133554857301086, 0.5196041251498563}"
"{-0.23081590563978444, 0.5196806858602407}"
"{-0.23029618931099693, 0.5197509174534818}"
"{-0.2297764059122088, 0.5198148270552241}"
"{-0.2292565617618179, 0.5198724218650996}"
"{-0.2287366631709855, 0.5199237091567279}"
"{-0.22821671644356217, 0.5199686962777157}"
"{-0.22769672787601392, 0.5200073906496576}"
"{-0.22717670375734816, 0.5200397997681354}"
"{-0.22665665036903976, 0.5200659312027184}"
"{-0.22613657398495698, 0.5200857925969635}"
"{-0.22561648087128758, 0.5200993916684149}"
"{-0.22509637728646473, 0.5201067362086044}"
"{-0.2245762694810931, 0.5201078340830512}"
"{-0.22405616369787487, 0.520102693231262}"
"{-0.22353606617153565, 0.5200913216667311}"
"{-0.22301598312875065, 0.52007372747694}"
"{-0.22249592078807054, 0.5200499188233579}"
"{-0.22197588535984752, 0.5200199039414413}"
"{-0.22145588304617322, 0.5199836911043435}"
"{-0.22093592004084478, 0.519941288651576}"
"{-0.22041600252926175, 0.5198927050259345}"
"{-0.21989613668834898, 0.5198379487341659}"
"{-0.2193763286864926, 0.5197770283469537}"
"{-0.21885658468347607, 0.5197099524989186}"
"{-0.21833691083041623, 0.5196367298886175}"
"{-0.21781731326969947, 0.5195573692785447}"
"{-0.21729779813491765, 0.5194718794951306}"
"{-0.21677837155080423, 0.5193802694287428}"
"{-0.21625903963317042, 0.5192825480336855}"
"{-0.21573980848884106, 0.5191787243281996}"
"{-0.21522068421559082, 0.5190688073944628}"
"{-0.2147016729020802, 0.5189528063785895}"
"{-0.2141827806277917, 0.5188307304906311}"
"{-0.21366401346296568, 0.5187025890045756}"
"{-0.21314537746853665, 0.5185683912583474}"
"{-0.21262687869606914, 0.5184281466538084}"
"{-0.21210852318769396, 0.5182818646567565}"
"{-0.211590316976044, 0.5181295547969269}"
"{-0.21107226608419052, 0.5179712266679913}"
"{-0.21055437652558395, 0.5178068899078089}"
"{-0.21003665430403165, 0.5176365541813934}"
"{-0.20951910541362037, 0.5174602292591532}"
"{-0.20900173583863677, 0.5172779249684759}"
"{-0.20848455155351303, 0.5170896511907369}"
