1.937043666839599609e-01,-1.559030860662460327e-01,-1.672000810503959656e-02,-3.033332824707031250e-01,-2.754613524302840233e-03,-1.627843827009201050e-01,-4.093005359172821045e-01,1.053451225161552429e-01,6.525382399559020996e-02,3.406452238559722900e-01,2.087371200323104858e-01,-4.855780005455017090e-01,-8.944001793861389160e-02,-5.926038026809692383e-01,-2.471160739660263062e-01,1.956965178251266479e-01
-4.834428057074546814e-02,7.305972576141357422e-01,3.626050353050231934e-01,-2.391250282526016235e-01,-1.057202458381652832e+00,-2.847233772277832031e+00,2.145593985915184021e-02,6.481497287750244141e-01,1.158667877316474915e-01,7.477114200592041016e-01,-5.490927696228027344e-01,2.699747383594512939e-01,-8.502838760614395142e-02,7.713631540536880493e-02,-2.005625888705253601e-02,-9.339783787727355957e-01
-3.550950586795806885e-01,3.263968825340270996e-01,2.061233520507812500e-01,-3.854476511478424072e-01,-3.068068325519561768e-01,-5.076788738369941711e-02,8.325976878404617310e-02,2.237248122692108154e-01,-2.437322735786437988e-01,-1.286308169364929199e-01,-2.831517457962036133e-01,-2.959401309490203857e-01,-1.182510633952915668e-03,7.890115678310394287e-02,2.911219894886016846e-01,-4.135350286960601807e-01
1.980044543743133545e-01,4.923933148384094238e-01,-5.694179236888885498e-02,-6.835978031158447266e-01,1.594582013785839081e-02,2.258565835654735565e-02,3.716334402561187744e-01,1.966960132122039795e-01,2.059119008481502533e-02,1.960244216024875641e-02,2.576324045658111572e-01,7.854299545288085938e-01,-3.950217068195343018e-01,8.284960389137268066e-01,8.139790296554565430e-01,8.922466804506257176e-05
1.599896550178527832e-01,2.841857969760894775e-01,-1.098453924059867859e-01,-4.217659235000610352e-01,3.114245235919952393e-01,6.239997744560241699e-01,2.068482339382171631e-01,1.918623149394989014e-01,3.946560621261596680e-01,-3.342566639184951782e-02,-3.952710628509521484e-01,1.572873890399932861e-01,3.151653110980987549e-01,6.565825343132019043e-01,7.455260157585144043e-01,2.011213600635528564e-01
-2.837381362915039062e-01,3.223922252655029297e-01,-1.798749566078186035e-01,-1.048695445060729980e-01,8.979919552803039551e-02,5.021265149116516113e-01,2.660315632820129395e-01,-3.449043631553649902e-01,1.840254217386245728e-01,-5.175924301147460938e-01,-4.583294689655303955e-01,-6.160100921988487244e-02,-8.500319719314575195e-02,-4.517658650875091553e-01,4.230242073535919189e-01,-1.199762802571058273e-02
2.987444996833801270e-01,1.122764050960540771e-01,1.084850914776325226e-02,-2.856181748211383820e-02,5.983889102935791016e-01,1.020980596542358398e+00,-7.729639764875173569e-03,-5.328980088233947754e-01,2.093480080366134644e-01,-4.913735091686248779e-01,-5.801996588706970215e-01,-4.691950678825378418e-01,5.782654136419296265e-02,-7.771929502487182617e-01,2.875845730304718018e-01,6.169340610504150391e-01
7.790009677410125732e-02,-4.254354238510131836e-01,7.645596563816070557e-02,-3.821474015712738037e-01,5.759144425392150879e-01,1.029729604721069336e+00,2.137955427169799805e-01,1.206610947847366333e-01,-4.492672383785247803e-01,-3.575580120086669922e-01,-4.525983631610870361e-01,-4.533242583274841309e-01,2.524134889245033264e-02,-1.072046384215354919e-01,-2.184607237577438354e-01,2.363843619823455811e-01
-3.259413242340087891e-01,3.142054378986358643e-01,3.568619191646575928e-01,-5.338796377182006836e-01,-5.116321444511413574e-01,-3.022507429122924805e-01,-8.178917691111564636e-03,4.462833404541015625e-01,-4.687874019145965576e-01,2.410452067852020264e-01,-4.937515556812286377e-01,8.089535236358642578e-01,-4.658389389514923096e-01,3.270436525344848633e-01,3.597273826599121094e-01,-4.384424984455108643e-01
-3.450677394866943359e-01,1.641891300678253174e-01,-1.565727442502975464e-01,6.270256638526916504e-02,4.318018555641174316e-01,6.963076591491699219e-01,-8.138613402843475342e-02,-1.266822367906570435e-01,3.127891123294830322e-01,2.702536582946777344e-01,-4.250337779521942139e-01,7.572464942932128906e-01,-2.295923791825771332e-02,4.916971921920776367e-01,9.496025741100311279e-02,-4.071136116981506348e-01
